id,eval_case_id,source_status,candidate_type,capability,sft_v1_role,sft_v1_action,ordinary_sft_eligible,preferred_objective,manual_rewrite_required,final_decision,final_answer,final_reason,review_note,priority_bucket,visual_dependency_gap,normal_f1,control_max_f1,question,image,image_paths
lingoqa_eval_000006_all_settings_failed,lingoqa_eval_000006,unreviewed,all_settings_failed,weather_road_condition,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.1026,,"Considering the scenario, what should be your appropriate speed and steering behavior?",data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/0.jpg,"[""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/0.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/1.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/2.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/3.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/4.jpg""]"
lingoqa_eval_000007_all_settings_failed,lingoqa_eval_000007,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many pedestrians are crossing the road?,data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/0.jpg,"[""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/0.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/1.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/2.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/3.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/4.jpg""]"
lingoqa_eval_000008_all_settings_failed,lingoqa_eval_000008,unreviewed,all_settings_failed,object_recognition,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,What color are the traffic lights showing?,data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/0.jpg,"[""data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/0.jpg"", ""data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/1.jpg"", ""data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/2.jpg"", ""data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/3.jpg"", ""data/external/lingoqa/images/val/0f54dedab4ab997e8cdf97c570146292/4.jpg""]"
lingoqa_eval_000012_all_settings_failed,lingoqa_eval_000012,unreviewed,all_settings_failed,weather_road_condition,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,What is the weather like?,data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/0.jpg,"[""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/0.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/1.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/2.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/3.jpg"", ""data/external/lingoqa/images/val/e2e859bb03ca10ec89d45bd16c3879ce/4.jpg""]"
lingoqa_eval_000013_all_settings_failed,lingoqa_eval_000013,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many cyclists are on the road?,data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/0.jpg,"[""data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/0.jpg"", ""data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/1.jpg"", ""data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/2.jpg"", ""data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/3.jpg"", ""data/external/lingoqa/images/val/7ae30db643ea8d142589ff909fdb0a63/4.jpg""]"
lingoqa_eval_000017_all_settings_failed,lingoqa_eval_000017,unreviewed,all_settings_failed,spatial_localization,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,What kind of vehicles are in front of you?,data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/0.jpg,"[""data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/0.jpg"", ""data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/1.jpg"", ""data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/2.jpg"", ""data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/3.jpg"", ""data/external/lingoqa/images/val/9a4487ea65f5fc2dd9afccc5bfa5d329/4.jpg""]"
lingoqa_eval_000018_all_settings_failed,lingoqa_eval_000018,all_settings_failed_manual_promote,all_settings_failed,counting,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Two pedestrians are crossing the road.,"Two pedestrians are visible on the crossing in front of the ego vehicle, so the count and location are directly supported by the frames.",Manual image review accepted with grounded rewrite.,,0.0,0.0,,How many pedestrians are crossing the road?,data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/0.jpg,"[""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/0.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/1.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/2.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/3.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/4.jpg""]"
lingoqa_eval_000027_all_settings_failed,lingoqa_eval_000027,unreviewed,all_settings_failed,spatial_localization,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,Should you stop? Why yes or why not?,data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/0.jpg,"[""data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/0.jpg"", ""data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/1.jpg"", ""data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/2.jpg"", ""data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/3.jpg"", ""data/external/lingoqa/images/val/00fb5ab9e2d508c573d588652cf0d025/4.jpg""]"
lingoqa_eval_000033_all_settings_failed,lingoqa_eval_000033,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many motorcyclists can be seen?,data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/0.jpg,"[""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/0.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/1.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/2.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/3.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/4.jpg""]"
lingoqa_eval_000035_all_settings_failed,lingoqa_eval_000035,all_settings_failed_manual_promote,all_settings_failed,other,spatial_reasoning_correction,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Stop at the intersection.,The ego vehicle reaches an intersection with a red traffic light and pedestrians crossing the road. Stopping prevents entering the crossing while pedestrians are in the path.,Manual image review accepted with grounded rewrite.,,0.0,0.0,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/0.jpg,"[""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/0.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/1.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/2.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/3.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/4.jpg""]"
lingoqa_eval_000038_all_settings_failed,lingoqa_eval_000038,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many pedestrians can be seen?,data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/0.jpg,"[""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/0.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/1.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/2.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/3.jpg"", ""data/external/lingoqa/images/val/f2e4286e94457b8605069190e29f955a/4.jpg""]"
lingoqa_eval_000041_all_settings_failed,lingoqa_eval_000041,unreviewed,all_settings_failed,reasoning_world_knowledge,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,Can you proceed forward at this moment? Explain why or why not.,data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/0.jpg,"[""data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/0.jpg"", ""data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/1.jpg"", ""data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/2.jpg"", ""data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/3.jpg"", ""data/external/lingoqa/images/val/b6e397dd9a84bf1151e4c8d27f6e03fa/4.jpg""]"
lingoqa_eval_000045_all_settings_failed,lingoqa_eval_000045,unreviewed,all_settings_failed,other,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/0.jpg,"[""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/0.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/1.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/2.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/3.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/4.jpg""]"
lingoqa_eval_000046_all_settings_failed,lingoqa_eval_000046,unreviewed,all_settings_failed,reasoning_world_knowledge,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,Should you come to a full stop? Why?,data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/0.jpg,"[""data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/0.jpg"", ""data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/1.jpg"", ""data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/2.jpg"", ""data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/3.jpg"", ""data/external/lingoqa/images/val/63ffb065cf9859665335ab371b593f41/4.jpg""]"
lingoqa_eval_000048_all_settings_failed,lingoqa_eval_000048,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many cyclists are on the road?,data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/0.jpg,"[""data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/0.jpg"", ""data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/1.jpg"", ""data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/2.jpg"", ""data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/3.jpg"", ""data/external/lingoqa/images/val/0cb55ed0d4ce02a27a2647c97c2ab6e8/4.jpg""]"
lingoqa_eval_000051_all_settings_failed,lingoqa_eval_000051,unreviewed,all_settings_failed,reasoning_world_knowledge,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,To which vehicle should you yield? Why?,data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/0.jpg,"[""data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/0.jpg"", ""data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/1.jpg"", ""data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/2.jpg"", ""data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/3.jpg"", ""data/external/lingoqa/images/val/0e4e17ad8f45c7bcce2c1ac65f83b10c/4.jpg""]"
lingoqa_eval_000053_all_settings_failed,lingoqa_eval_000053,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many parked cars can be seen on the right of the road?,data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/0.jpg,"[""data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/0.jpg"", ""data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/1.jpg"", ""data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/2.jpg"", ""data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/3.jpg"", ""data/external/lingoqa/images/val/8acfd91fc5488115f4a96cfb9901b35c/4.jpg""]"
lingoqa_eval_000058_all_settings_failed,lingoqa_eval_000058,all_settings_failed_manual_promote,all_settings_failed,counting,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,There are no cyclists visible.,"Pedestrians are visible near the crossing area, but no bicycle rider is visible in the current frames.",Manual image review accepted with grounded rewrite.,,0.0,0.0,,How many cyclists are there?,data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/0.jpg,"[""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/0.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/1.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/2.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/3.jpg"", ""data/external/lingoqa/images/val/8e9323f72ccc4b6637f4f27f0657f3d4/4.jpg""]"
lingoqa_eval_000061_positive_grounding,lingoqa_eval_000061,unreviewed_positive_manual_review,positive_grounding,reasoning_world_knowledge,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Enter only after the pedestrians have cleared the crossing.,"Pedestrians and crossing beacons are visible at the crossing ahead. The ego vehicle should not enter until the crossing is clear, even if the beacon phase permits cautious movement.",Manual image review accepted with grounded rewrite.,,0.25,0.25,,Should you enter this intersection? Why?,data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/0.jpg,"[""data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/0.jpg"", ""data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/1.jpg"", ""data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/2.jpg"", ""data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/3.jpg"", ""data/external/lingoqa/images/val/aba3a80f88924404e7aeca071167920d/4.jpg""]"
lingoqa_eval_000068_all_settings_failed,lingoqa_eval_000068,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many cyclists are there?,data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/0.jpg,"[""data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/0.jpg"", ""data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/1.jpg"", ""data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/2.jpg"", ""data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/3.jpg"", ""data/external/lingoqa/images/val/23528c8f688e6b12a1cbc084d4962ef0/4.jpg""]"
lingoqa_eval_000074_all_settings_failed,lingoqa_eval_000074,all_settings_failed_manual_promote,all_settings_failed,object_recognition,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,No traffic light color is visible.,"The road ahead shows lane markings and surrounding traffic, but no visible vehicle traffic light governing the ego path, so no color should be claimed.",Manual image review accepted with grounded rewrite.,,0.0,0.0,,What color are the traffic lights?,data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/0.jpg,"[""data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/0.jpg"", ""data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/1.jpg"", ""data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/2.jpg"", ""data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/3.jpg"", ""data/external/lingoqa/images/val/a1109658670fb29d13ac113d322c004c/4.jpg""]"
lingoqa_eval_000079_positive_grounding,lingoqa_eval_000079,unreviewed,positive_grounding,object_recognition,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.25,0.25,,"Can you spot a traffic light? If yes, what color is being shown?",data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/0.jpg,"[""data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/0.jpg"", ""data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/1.jpg"", ""data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/2.jpg"", ""data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/3.jpg"", ""data/external/lingoqa/images/val/852232e46c71d346dcb9f223647c0970/4.jpg""]"
lingoqa_eval_000083_all_settings_failed,lingoqa_eval_000083,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many cars are parked on the left side of the road?,data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/0.jpg,"[""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/0.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/1.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/2.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/3.jpg"", ""data/external/lingoqa/images/val/a92897f3de30fa1578ddf84dbf708ebe/4.jpg""]"
lingoqa_eval_000087_all_settings_failed,lingoqa_eval_000087,unreviewed,all_settings_failed,spatial_localization,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/0.jpg,"[""data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/0.jpg"", ""data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/1.jpg"", ""data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/2.jpg"", ""data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/3.jpg"", ""data/external/lingoqa/images/val/78bda9041fc31a77da224df63f6b8cd0/4.jpg""]"
lingoqa_eval_000088_all_settings_failed,lingoqa_eval_000088,unreviewed,all_settings_failed,counting,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,How many motorcyclists can you see?,data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/0.jpg,"[""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/0.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/1.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/2.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/3.jpg"", ""data/external/lingoqa/images/val/788192e7d185b1f0071c0a096f17ff19/4.jpg""]"
lingoqa_eval_000097_all_settings_failed,lingoqa_eval_000097,unreviewed,all_settings_failed,object_recognition,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0,0.0,,What is the color of the traffic lights at this intersection?,data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/0.jpg,"[""data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/0.jpg"", ""data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/1.jpg"", ""data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/2.jpg"", ""data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/3.jpg"", ""data/external/lingoqa/images/val/45b587bf54ee9db25085eb483cac242e/4.jpg""]"
lingoqa_eval_000071_all_settings_failed,lingoqa_eval_000071,all_settings_failed_manual_promote,all_settings_failed,reasoning_world_knowledge,spatial_reasoning_correction,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Accelerate only gently after the cyclist and bus ahead pull away.,A cyclist is visible near the front-left of the ego lane and a bus is ahead. The ego vehicle should wait for them to move away and then follow with space.,Manual image review accepted with grounded rewrite.,,0.0124,0.1176,,What action will you take next and why?,data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/0.jpg,"[""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/0.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/1.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/2.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/3.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/4.jpg""]"
lingoqa_eval_000016_all_settings_failed,lingoqa_eval_000016,unreviewed,all_settings_failed,reasoning_world_knowledge,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0166,0.1905,,What are you focusing on while driving and why?,data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/0.jpg,"[""data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/0.jpg"", ""data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/1.jpg"", ""data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/2.jpg"", ""data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/3.jpg"", ""data/external/lingoqa/images/val/a395b347e02d4f0bf9d69da3ebd52ea4/4.jpg""]"
lingoqa_eval_000099_positive_grounding,lingoqa_eval_000099,unreviewed_positive_manual_review,positive_grounding,spatial_localization,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Start and follow as the cyclist and bus ahead pull away.,The bus is ahead in the ego lane and a cyclist is visible near the left side of the lane. The ego action is to start gently while preserving distance as those road users move away.,Manual image review accepted with grounded rewrite.,,0.0952,0.381,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/0.jpg,"[""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/0.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/1.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/2.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/3.jpg"", ""data/external/lingoqa/images/val/ddabf1e10d3aa1c5eeee62063fccf692/4.jpg""]"
lingoqa_eval_000043_positive_grounding,lingoqa_eval_000043,unreviewed_positive_manual_review,positive_grounding,counting,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Two pedestrians can be seen crossing the road.,"In the later frame, two pedestrians are visible on the crossing area ahead of the ego vehicle, so the count is two.",Manual image review accepted with grounded rewrite.,,0.2222,0.2222,,How many pedestrians can be seen?,data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/0.jpg,"[""data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/0.jpg"", ""data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/1.jpg"", ""data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/2.jpg"", ""data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/3.jpg"", ""data/external/lingoqa/images/val/eafb7e051fe110abb845b985ae6d9a2b/4.jpg""]"
lingoqa_eval_000063_positive_grounding,lingoqa_eval_000063,unreviewed_positive_manual_review,positive_grounding,counting,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,There are two pedestrians on the left sidewalk.,"Two people are visible on the left sidewalk in the reviewed frames, and they are not in the ego lane.",Manual image review accepted with grounded rewrite.,,0.2222,0.2222,,How many pedestrians are present in this image?,data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/0.jpg,"[""data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/0.jpg"", ""data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/1.jpg"", ""data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/2.jpg"", ""data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/3.jpg"", ""data/external/lingoqa/images/val/04c64714f8a1bf28da156721ed7eff32/4.jpg""]"
